,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state
184,2,Morning Run,1996.5,540,548,0.0,Run,Run,,7698431279,2022-08-25T13:45:31Z,2022-08-25T07:45:31Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,1,0,1,0,False,False,False,False,everyone,False,g6848836,"[47.023701556026936, -114.25805490463972]","[47.023716643452644, -114.25809245556593]",3.697,8.164,77.8,True,137.4,161.0,False,True,923.4,922.0,8217060570.0,8217060570,garmin_ping_236364079740,False,0,0,False,2.0,56603883,1,a7698431279,ci_~Gz_kxT?DAMD??@BBAXJABBIv@IRcALOLEHOt@MdA?v@RpAf@rBj@hBd@lCTx@Dh@IPZnAJ`ADH^^JDN?PEFKHa@HyB?k@C_AJuARe@FGj@iAJyAVcA?QGu@@KNq@T_@Ns@JOP_@No@PeBEkABcAX}@b@gALk@@gAHu@Pq@NeAHSRs@Fg@JiABwAF[Xw@FcAHe@?[ISEAS@o@Nm@Re@To@Ng@Ru@l@KZGx@QAWNs@xAMHONCX?NIjABv@@z@Gz@[|@]n@kA~@UVQZUrABBAb@LfA,2
185,2,Morning Run,11208.2,2834,3158,21.8,Run,Run,,7698447397,2022-08-23T15:19:22Z,2022-08-23T09:19:22Z,(GMT-07:00) America/Denver,-21600.0,,,United States,3,4,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.84242102317512, -114.0103695821017]","[46.84880753047764, -113.99231831543148]",3.955,6.608,81.8,True,179.3,198.0,False,True,985.3,970.3,8217078921.0,8217078921,garmin_ping_236364413966,False,0,0,False,124.0,56603883,1,a7698447397,c|{|GxszvTA[@kCCy@GWQKg@?mAXiA[iAOqAHOHGRN`EXlBBb@JpDDvDN`CANMd@Cj@@x@PdBFjA@|@C`BGjA@h@HVLN`@DvB]^?rCZl@BRMNa@Zc@`@YdAc@n@Dv@CbAP`@Ox@?LI@G@UIaAJ{@?WM}@Gi@@YJ{@DuA?k@C[SA[PM@]SMCQ@a@N}@EYLc@b@I?QAc@Uq@GKOIu@E_BDyECqC?_B@u@Ce@KIc@@k@T]Dw@SWOiAQ}A?G@MLGd@AzCLnBAzBGfBA`A@nAF`@TVl@HzBEhCHj@AJKFQ@WGkACaAA}@BM?cF@s@PSCCBGCE@FE@D@?EA?@HAFBA?F@GB@I?GGDHADJMCCKHCt@Il@?IHKBU?u@DcAC{AIQGEe@@cAP[CwAc@kCGUPCREhAAdBJvA@xA?rBIzA@dBBbAC\Ut@E`@@z@JrB@`AMpEDl@FPNHj@BtAKbAOz@DdBP\KTi@n@o@hAe@XEp@Hh@KZL`BFXAHGLc@IgA@OH]Ba@SgB?UJcAB{@Dm@Ak@CQKAULg@SaGFOBUNQ@OCEGIc@C{A?{AD}@?mBCs@@cBF_CCe@GKMCY@aAVS@kCe@uBHGBMNCTCbDLhB@b@IvGDdCCb@Wl@G\B~ADr@@pAA`AOjC?VJj@PVTJh@C|BUjBLbATPCNKH[D_@?{@YmCCw@DwALeBBeBLoBKcD@oACeGDa@@iAEs@KKS?g@Hy@TcCe@cA@u@EKHENC`A?vBPxB@\CdAK`CAnCB|@EVWl@Ez@JxC?fAAbACd@@^EhA@TJVLLTF`C[hBKj@Hl@VX@XMDIHa@`@g@zAu@PAp@Ff@Cx@LdBARILc@Bk@CwB@cEKs@BeAEYK?YTSFk@UaCLuACSD]TM@MIKQGYKwA@eGJgFAaBGQKCo@Fw@VBHHANMXOh@BJH@j@GfAF`BCZK^@gDEkADKB_@AyBFu@?aAGk@OIEITi@z@g@BcAA}AB{BFcB?g@I_E?eBD_BEiDBiBA}A@cBFi@CiA@kAFaACe@D[CcAH}CKsEGWIEeE\{AKaAH_@?oAG{CJwBG{AFgBI_ADwACy@Ka@i@w@IUO_@Cs@D]EGEMc@Ec@Q{@Iu@CoC@{@DOB}IGqD,2
186,2,Morning Run,2416.9,673,679,0.0,Run,Run,,7698444114,2022-08-23T15:01:22Z,2022-08-23T09:01:22Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,2,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.84456016868353, -114.00764026679099]","[46.84219487942755, -114.00978745892644]",3.591,6.264,78.1,True,152.9,168.0,False,True,972.7,972.1,8217075284.0,8217075284,garmin_ping_236364359521,False,0,0,False,10.0,56603883,1,a7698444114,oi||GvbzvTR^TFf@?LJHX@XZZ@H?FQRI\?o@Do@@KJKt@_@j@IN?PEPGXAPE@CH?\MT?\KVOR?BPL\DTPj@Fj@Bd@AZOl@G~BIr@EH,2
187,2,Lunch Run,6461.0,1671,1810,25.0,Run,Run,,7698445640,2022-08-22T18:04:34Z,2022-08-22T12:04:34Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,2,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.854781564325094, -113.98675013333559]","[46.849756026640534, -113.98754876106977]",3.867,5.784,78.1,True,151.6,161.0,False,True,990.2,977.9,8217074654.0,8217074654,garmin_ping_236364346839,False,0,0,False,21.0,56603883,1,a7698445640,ki~|Gd`vvTSBGEOBADE@I?YIID@BoA@[CODS@YH]?g@DKCa@Bi@EEEWa@AIAq@Jo@@sACi@@i@GiACmDESa@gAAQBe@Ga@cAgBQSgAs@sAe@OKgA_@g@UsCs@eBo@c@Gy@Cg@DGHYx@CBS@_@?SEQGg@[SEMGMa@MyAISMIKOG}A]iAi@qCm@qAG[_@_AK{@@g@B_@FSBS?mAF{@@u@Ho@n@wCTw@ViATw@BGLk@b@qAn@}BBEbAuDZwBDEJg@^sCJ{BTmD?eBF_D?wCIqHCgEKkBA{A?mAB@Cq@Hr@DnALpHF`BNbH@lC@p@I|CYnBGt@Q|@ClASbC[~AAXQx@SrAYxAIn@aAdEeAlDk@tBa@hAOn@KXCX?zCIfABv@f@dC^lA@VR`AX|@ZbBBt@Ct@DLNLFND|ABPHJTFTRJBb@Dj@GJIV}@DGPIF?d@Jb@@ZB`FnA~Bt@j@N`Bz@b@R`@TZVb@n@b@|@Rh@?pBG|F@j@L`AX|A?TIr@?RHXBFJHjDCj@An@@t@Ah@Ed@BhCEv@BPBXJxADxAAl@@d@EfA?hBDb@EbACfAH^E~AC\HFBJRBH?J,2
188,2,Afternoon Workout,158.3,3459,3459,0.0,Workout,Workout,,7698442560,2022-08-20T19:56:52Z,2022-08-20T13:56:52Z,(GMT-06:00) Chile/EasterIsland,-21600.0,,,United States,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.046,1.808,59.6,True,101.9,105.0,False,True,,,8217072781.0,8217072781,garmin_ping_236364315642,False,0,0,False,8.0,56603883,1,a7698442560,,2
189,2,Lunch Run,7818.5,2664,2842,269.0,Run,Run,,7698439913,2022-08-19T18:17:13Z,2022-08-19T12:17:13Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.84976030141115, -113.98805276490748]","[46.84981838800013, -113.98807145655155]",2.935,4.184,76.9,True,163.6,183.0,False,True,1245.2,980.6,8217070112.0,8217070112,garmin_ping_236364267381,False,0,0,False,64.0,56603883,1,a7698439913,gj}|GnavvT?GDGLIp@IzA?\JbAEd@?lBC|BLx@Eh@O`@Cl@?t@GXBPCv@?p@Cb@@XAf@Bl@GxBH^GVAb@GdAE`A@ZHbCBlA?l@@\AZG`@YbAgA~@q@v@s@f@]lAuAf@e@~@m@l@Yv@i@tAmAf@_@|@}@|AqAnBkAx@k@b@e@dAsA^]z@qAzAsCV{@@SKm@AaBBa@IiBDD?GKkBGiCOeAOc@OWWWe@m@sAwAa@s@GS_@}@q@sAa@q@Ya@WUo@YKUASBSNUv@g@bAg@RWFUBWCQYy@Sw@_@yBKiAEm@@SFQn@aAtAwDDSB[K}C?e@DWJOJFHCf@[PULQZs@Ni@F]?{@Is@Cu@?mCB[j@eE@YA]GUKQUSi@Uc@Eo@OQQEY@GJWn@q@x@iAPYPi@v@cFf@mCJ{A@q@DYQ[B?JT@JC\?dBs@pEu@xDGV_@x@mBzBGJANDTVPrALb@RVRNPLl@B^C\i@pEGnANfECd@UbA_@v@c@h@m@VYZEPJz@DbC?RE\eAdCi@`Aa@j@IVTrC^bBn@nB@PAZO\OPiB~@_@ZM\BPJHv@PVPRVlBvCv@rAnCxD^n@JTNz@BTFnA@~AFv@?l@JdB@jCA^EVOZaBtCy@jAe@j@eClCc@^}Az@u@f@gB~AyAvA_@Vq@h@oCdBYTk@h@m@p@cClBqBnBa@X_@F}BFiB?sAGw@?aAFm@Bs@A_@EaAD_@E]?k@Ck@?[AaBH{BDg@DWJc@Ly@FcACo@GmA@_ACgABs@CcA?e@FGP,2
190,2,Afternoon Run,6561.7,1792,1840,26.3,Run,Run,,7698436536,2022-08-18T20:03:19Z,2022-08-18T14:03:19Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.84975728392601, -113.98785210214555]","[46.84980472549796, -113.98816692642868]",3.662,4.506,78.1,True,169.2,180.0,False,True,990.2,977.9,8217066477.0,8217066477,garmin_ping_236364175010,False,0,0,False,56.0,56603883,1,a7698436536,oj}|GbavvTBk@AEEAi@Ji@D]?g@DWAsA@cAHWEcABk@A[Es@?UAa@Iw@BQAKAOIa@CaEDo@AyCBMCu@@a@As@BiAGe@@SEMKKUE]AqAG_@QQIeABw@EeADmBEs@DeCAQCO[u@i@y@WSg@Ua@KoCiAo@OuA_@k@WYICEsA]c@S[G_@CcALKHWZQ^KJMB]?[BMCMEa@YQGKMMq@A{@C[OWEQCoAEYOg@WqAGs@Ko@c@qA[oAK{A?aABSGcA?sBDk@l@wB^}@^cAv@wCZw@Ru@n@eBtAeFHc@KDBQPaBN_ABo@J}@\oEFoF?oBQuE?uBMsE?sAEoBAuCL@@|AFpA@tBTpGAx@@f@LbADnC?~BInBA~AIxAWdBG`AG^KnAMn@Ip@O~@s@fBOp@Kp@Qj@Kt@Sh@m@xBOb@a@bBIn@A\IZqAxDGfB@h@J~@CVB^CNFdBNl@Xp@V~@^rBBf@Nx@DhBFPJHHPD`AL^DVBDf@RRPfA?HCb@c@NYJKXCf@?^DjA\ZD`AVt@TDBd@JtB`AnA^bB|@d@`@VZp@fANVDRDhBKlDJbBL|@@r@Cd@?tBJf@LHZEL?XFr@BlFAjBF`BAzAJh@A|@FdBKtA@x@?P@bDGr@Hd@?lA?b@CTBDDDR,2
191,2,Lunch Run,9674.6,2500,2590,41.8,Run,Run,,7698440162,2022-08-17T18:07:27Z,2022-08-17T12:07:27Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.849806401878595, -113.98818905465305]","[46.84976181015372, -113.9877269603312]",3.87,4.642,78.6,True,171.5,185.0,False,True,998.9,977.9,8217068939.0,8217068939,garmin_ping_236364219138,False,0,0,False,84.0,56603883,1,a7698440162,qj}|GbavvTIEe@?kCNs@?aBRm@KcAFm@E_@@WCSB[Ky@C[Eo@Au@?sAF_BCcAD_AAs@EiC@YCKCeA?YGMGMW_@{AEkBDaCEaDGsCDy@Sg@[k@Y_@][OKsAk@m@SKIqAe@g@KWMg@Ki@Wa@KUKgBi@_@CaAB]R]d@KHGBaA?OCYSc@SKMEy@Mg@CUEOQQEU@m@Co@SgAk@}BCW[_BCq@SuACq@DeAAc@[e@CQ@UH[^mA\}A|@oDNc@LH@IHUh@gCl@_CfAuFn@mEZkCNqBNiCH{DQuI?_@OiFCoBIyB@iBIqCEy@QkI?KCs@@sDEaDAmBOoJMeDGw@OcAOyBIe@Eo@Sy@g@wDY}AG}@g@_CUaBQkBIyBEqCOiD?wAIeC@_@O{BIy@Cg@g@{BIy@UqAa@uAc@eAKk@GOD[r@vARf@^r@\~@Nt@L`Bf@zCF|@JbEAJJjBLjHXvDVvCHp@Bj@NlANfAPj@^jBPdAH|AFXb@tENx@NjCHz@DvBD\HvBCpBHnG?h@FbBFtHR`JA~@JxCBtIDr@HpDUvH?hBMpBQdAIpAGh@g@tCQp@QvAg@vBC\I\]hAQx@g@nAoAvE{@rCEZGnBBh@A^Eh@Bz@XbAP~@Zp@PdAFTBZf@pBN~@@zAFLNNPn@?\C\@P@BLFh@\^Db@ALA^WP]POLCx@Eb@Db@Jb@F`@PfAVx@\tC~@nB|@n@b@`@Zz@vARb@Jf@Cn@AvA@`BDvA?~BCfABdAEj@Bn@Z?ZFf@Ct@@L?f@KbAFd@?`AD\Cv@Bh@AXFd@Aj@L|CBt@ChA?t@Gj@@VCv@DbJET@LHHPBV,2
192,2,Lunch Run,6473.6,1868,1868,124.2,Run,Run,,7643954050,2022-08-15T18:41:28Z,2022-08-15T11:41:28Z,(GMT-08:00) America/Los_Angeles,-25200.0,,,United States,1,4,0,1,0,False,False,False,False,everyone,False,g6848836,"[39.570065243169665, -119.8290587682277]","[39.5702067296952, -119.82919111847878]",3.465,4.676,79.9,True,162.7,181.0,False,True,1552.5,1486.1,8155976096.0,8155976096,garmin_push_9410789804,False,0,0,False,45.0,56603883,1,a7643954050,{oopFrbkzULl@P\b@j@z@n@TTHPFt@L`@Bp@E\[`AA\Nh@FFF?XMZW`@k@\o@bAcCVq@z@iBLm@@S?c@Q{@G}@_@oBEMCyASs@S[OOy@_@MMy@g@gAcAQc@K]QgAIUGISKM?KFGHUD[RiCfCkAzAQXGCS\C\AFi@^s@z@cAxA[\wApBKR}@dA_@\UPIHm@^{@z@aCvB]`@OJmB~AuBpB_@VcBpAO\CXGR_@n@YF_A\wAXi@NgAPWEe@WQGe@?YHYL_@?c@Gm@?sASsAKWO[Uy@cAQe@GIKa@O[y@o@_CsByA{AeAaACAOFM@c@Cw@@IIC?ULwBh@a@Dw@PkAh@_Av@w@|@_@t@JYf@}@|@cAp@i@rBw@lASpAY`@MJHn@AlAHVLjCjCvDhDPVNl@N`@HNx@z@^RTHxA@vAVv@Fb@Cj@Wb@Cb@Fn@TR@dBa@|@O^C`Aa@PKJKVk@RaAHKtBwAjEyDnCyBrAuAj@g@NKH?HGrBgClEcGfAkAR[HYV_@v@gAv@{@xBqBv@e@ZGR?XJHJRzAJj@R`@VVx@j@tBdB^h@LTHVDX@l@Hp@\tEA~@EXK`@O\{D~H[`@k@\I?KGIUEi@?YNm@Fk@@g@Ea@@e@EQQYKIw@]WSUYs@kA,2
193,2,Hills in Reno,9770.8,3254,3636,273.2,Run,Run,0.0,7633522184,2022-08-13T20:35:26Z,2022-08-13T13:35:26Z,(GMT-08:00) America/Los_Angeles,-25200.0,,,United States,0,4,0,1,0,False,False,False,False,everyone,False,g6848836,"[39.56910157576203, -119.82994934543967]","[39.57006935030222, -119.8294245544821]",3.003,5.738,78.4,True,165.1,183.0,False,True,1664.3,1486.1,8144278021.0,8144278021,garmin_push_9398246159,False,0,0,False,83.0,56603883,1,a7633522184,{iopFdhkzUIC_@JQAaAy@w@[q@sAGUBIWcA_@_@WC}@Nk@X^a@hAW^AVf@TZb@~A^`@dB`@j@Xd@`@n@KHDBJMZ@Zn@nArAqAAT]dAGfAk@pAE^v@f@b@n@r@lA`@ZV^F^?nA`@f@N`@dAFV^t@n@\x@ZTT^`@bBf@b@JTAn@EFq@[s@QcB[Nb@TTR`@AROBc@]_AM]FGH?LNRb@bADd@PVj@L\Xd@n@f@^Pb@hAPz@n@Pd@`@d@j@bAh@h@p@pAf@jBR^Hh@r@~BDv@Kh@_@r@IBYp@oA`Bg@vAw@bAy@jBKCa@b@kBl@]VKXWXQt@cBbBg@DYd@I@eB?q@G_AF]OEKDGCd@Yp@]`@C^IN]b@q@Jm@x@K?iAa@iAEq@e@QAs@v@s@hAmA~@[x@w@Cc@^wAJs@`@OEOP]nAq@jBIv@GhCk@xBWf@qAfAk@|AaAjBLjA`@x@QjA@`B]b@APT`BLnBGj@H`@?|@WULp@Bv@f@~@Jf@Ax@KBEbAMd@?`@Kp@At@K@B}@NiAAQXiAByAKi@k@_AAy@Ii@PH?s@Kk@Dw@ImAYuBHk@RAFKEcBPeAAIWWO[AoA`A_BVgAZu@hA{@Ve@XaAV{AAsAFs@|@uBZqAbBi@vAQd@c@p@D`@_AzAsAZm@v@u@ZDf@b@lAFpAb@j@_At@MZg@Da@\]h@uAJT^H`DMjCDj@ExBw@r@k@R[?o@SqBRUBY^c@r@Sj@mA|@iAb@mAp@iA\[~@gCCW}AoEi@cBcAgB_BsBWo@}@q@q@EUOI[MS_@OeAkAe@I@MMMK_@[i@QgAPWh@Ar@L`@\P?ES_@o@Mc@DI`Dh@b@V?IGg@y@o@g@gBYa@YS]u@s@m@S]iAMMc@_@g@CmAES}AwBK]g@y@m@k@CODk@Ps@nAuCY`@{@p@IA]i@Sm@CQL]COm@Nw@m@}@[w@aB]_B_@g@UIu@JYV?OpAMVFh@j@XrAC[Rv@`@p@VTVBf@Xd@h@l@QDFo@f@a@t@g@e@_B_Ao@aA,2
194,2,Afternoon Run,8060.3,2165,2170,33.8,Run,Run,,7633520599,2022-08-11T23:48:41Z,2022-08-11T17:48:41Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,2,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.84960196726024, -113.9881727937609]","[46.84973783791065, -113.98816994391382]",3.723,5.86,78.8,True,144.4,177.0,False,True,989.8,977.9,8144276194.0,8144276194,garmin_push_9398244338,False,0,0,False,33.0,56603883,1,a7633520599,si}|GjbvvTAYKMGFo@Fa@Cs@BKAw@?KBc@@s@@SA[D]EoACi@?_@CaABiBSuBD[Bi@GsAAi@IiA@cAGu@?[AsADaAGKGGKOy@Di@QcC@IAoCBQ?g@C[Jg@?YGYCc@Mc@OWK_@KOBEAGmAiB_@]aAc@CEu@c@oBo@c@Ss@WiAYiAc@w@SwA@YX]f@IFcAAUEg@]UKMKYw@McAW]CSDUCs@QiA?QUsAe@sB]iAWwAMa@Cc@?sAC]F[Fu@DGFeABGJOV{@`@{@Vw@Lk@Tq@Jc@l@}BX_BTeA^yBn@eCNuAFaADOVwB?e@HgAFaD?}BFiBCs@?g@I{AC}DOoF?sBCmA?eAEcAAsCKsD?{@GiDMuDEuGGkAAmBKm@KaA[sBKeB@u@G{@WwAC[Kk@}@aDCa@?IBA?NZpBN\VZd@jAb@nBHPT~BDr@?j@JhA@j@AlCPdK?nBJjCDdFLTDdA?rADr@DfDDr@DlBBzBAlBBp@?p@HlEAlGO|AEnBMbAQ`CEt@K`AGbAYjAmAfE[x@Wz@e@`CoA`EsApFEvABfAEz@J~@?\Jn@\rAZj@VnATn@\|AJXDX?tAHZJNVz@Ab@BZBFXNTT|@@VS\e@REPB^Ch@Ht@R~@PtA\j@BfAZjAd@p@r@NLv@Tb@FP?PFZPd@j@t@xAHv@At@EXKdB@bAC^?pABb@Jf@JfA@ZJTB`Br@Ab@Ft@Ff@GpABTCl@BfC@N?LF^Fh@CtBDp@JbAI~AGR@,2
195,2,Morning Run,8162.8,2577,2713,269.1,Run,Run,,7633523463,2022-08-10T13:23:09Z,2022-08-10T07:23:09Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,2,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.849826853722334, -113.98821671493351]","[46.84976214542985, -113.9877753239125]",3.168,4.49,78.5,True,159.3,168.0,False,True,1245.2,980.6,8144279511.0,8144279511,garmin_push_9398247558,False,0,0,False,56.0,56603883,1,a7633523463,si}|GlbvvT@a@DCJClACvCLfCCxAJLAXIJ?^ETKd@Ip@Gj@?x@K\@`@DRAH@f@CvAB^G`@Dl@EbA@NEdAEp@A\@`@CjAFrAA`@B~A?ZB^ELG\UV[l@i@f@a@NIbA}@XSd@c@`@i@nAmAb@[h@UjA}@XQJKVOhE_ElAo@rAaAdAiAj@k@FEv@eAjAsBf@o@d@kADQ?[Ey@?q@CaBM_C@UI{B@QEGA_@Kw@Oc@[a@eAoAe@q@a@s@i@w@cAoB_AyAMOOIi@SOSEQ@SNWx@o@jAs@HMJY@QASk@qB_@kBIy@EaA?[DOZ_@b@{@l@kBZu@Fe@?i@B]A_AE[?o@BMXUf@SHK^m@Ti@Na@F[Be@M_DAyAViCT}ABe@@]ISOSQOa@Qi@Em@KIEQSEUBSLWf@k@|@sA`@eAl@aDT}Ab@qBHkA@s@Dq@@f@MzBeAjHYxAQf@[v@cArAg@d@ITBVFF\DdAHb@VTVJTLl@@TEz@MnAUvAEn@Aj@RlE?\EXOf@c@~@]f@aAj@MP?RHv@B`A?rAWx@gAnCWd@]f@GN?PHd@N~A^~Af@dBBRAPKVQZqBjAUTKZDNHJHDj@L^Zx@nA|ChFbBbCd@~@BTJn@Bb@DvCH`AR|DApAKXi@|@QRa@Zs@`Ac@Zi@n@s@`@[J{@Ps@Zm@`@UFeA`@]H[B{B|@c@Jw@\m@Fk@TO?YMCF@Ft@XVR\FBDAJAFKJm@ZO@UAYIEBBLn@`@`@LXB\Ez@H~@?D@@B?FADeBdBw@j@qAfAYN{AzAk@\i@d@{AzAu@n@c@XKBs@BgA?a@Aa@@GCeA?MCy@B_ACoAN{@@_@E[@eAEwADWAUEY@k@Ac@By@Ec@?qAJ]RQFUDo@@iBIcABsBEUE]QUAy@Vy@BKFGL,2
196,2,Morning Run,9683.3,2434,2502,41.8,Run,Run,,7608973732,2022-08-09T13:12:29Z,2022-08-09T07:12:29Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,5,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.849747812375426, -113.9881675131619]","[46.84984277933836, -113.98831645958126]",3.978,5.082,79.8,True,159.2,181.0,False,True,998.9,977.9,8117015309.0,8117015309,garmin_push_9368929796,False,0,0,False,51.0,56603883,1,a7608973732,_j}|GzavvTEQICQCiBLc@H_BCmAFs@Cq@DUEK?iAHWGu@?ECa@Be@A]Ea@@w@E[@w@GY?WGK?YEo@?c@Dk@A{ANGC_@BGCm@DGCS?GAa@?SAUMIMAKGoFYcACeAEc@Ae@D{@AkA?sBQk@Q_@W]_@a@a@WuB{@CEc@ImAi@wBk@w@W_@I}Ag@mA?SD_@TSVSJy@B]EaAi@CYSw@Iy@CGKIEEAWAkAEe@u@iDk@kBEYEeCHaEBYAsABi@R{A`AoEN_AXmAx@{ETu@b@qAj@kCNc@@SRc@DUJ]F[JgAJqBPaB@{@HoB?{AB}BCs@SEAEFY@}DCeAGqA@sBEkCBi@KmFMoDMwIO{F?}BGmF?_FSsAc@mBi@eEGs@g@}BYsBMcBc@eEG{@M{@MgD?kAIiB@cBAeCOsBC}@CU@[IwA]iC}@}DGg@Wi@Qk@[c@[m@FDZx@^vANTDVd@xAL`Ad@vBLz@J|@^nFFnFFrAAhBJjCj@nE?VRpBj@zCBl@Fd@RrBPlAFh@ZdBR|ABl@Jl@Dl@BhBALHxD?pAHhDBzBDzAAXDdA?`AHrB@|BB\FpB@nEFhBDjGBdBDt@NjLGbBYfEKz@GXMt@AlAGt@MnAMf@Mz@IXMlAQr@c@pAAHg@bBaCdJu@tBSx@AR?pBDx@AhATxBHn@XbAZhBXbA^dB?XB`AFNNLFPBTHZBt@@HJLh@\t@B\ETQZo@ROLCV?z@JLHN@f@NnAVtDtArCrAb@Pb@V^^V^p@zAH^H~B?nGBRHd@V`A@p@CzADTx@GXJxADfCCl@ETBt@@`B?x@Dn@Cb@JT@XF\@lAIbAA^D,2
197,2,Evening Run,8172.7,2602,2802,269.1,Run,Run,,7608971630,2022-08-09T00:30:31Z,2022-08-08T18:30:31Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,4,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.849826350808144, -113.98834470659494]","[46.84971755370498, -113.98772888816893]",3.141,4.35,78.1,True,160.5,179.0,False,True,1245.2,980.6,8117012966.0,8117012966,garmin_push_9368927102,False,0,0,False,56.0,56603883,1,a7608971630,wi}|GbbvvTFKDAf@CzB?PEZ@`@HN@R?l@Ih@Av@LVBXAJAx@Uf@?HEx@Kx@CZGx@AVB~AEf@Ir@?JLb@FjCOVB`@CN@d@EzAAn@B`C@XBlBAdBmAPSh@a@Z[PKX[fAw@RUR]j@m@hA{@nAs@|@s@n@a@r@o@d@_@bB_BzBsAZUz@_AvAyAr@aAp@mARSR_@h@sAHa@ImAIwDC[KuBCyAEUAg@Iq@EOi@aAmAeB}@uA{@aB_BqC[_@i@SKIMSAUBSHO|@s@j@YXQT_@BOAYg@qAk@eCG{AIm@?QDSHO`@c@LSfAsCTu@BWGoBAeB@OFKFCd@OZUT_@b@_APw@@c@UgD@cADs@b@wCJyAAQEUGKg@c@_@K[?UCOEOGMSEa@JYr@w@t@_AN[Ri@Jk@t@{Ed@}BLmA?mADWDN?NQlCGl@iBnJQf@O\}@fAe@b@ILCNBTLLrANh@X`@`@N`@B`@CjAI\]rCEz@BnAPnCA^S~@k@dAa@d@g@VQLMT@`@Ht@Bp@CnACROb@yAhDg@r@GN?RXfCLj@`AxCDZCTMZQRQNw@Xu@d@SVENBLLNl@PZRRTp@dA~@jAjB~Cx@dAj@|@NVL^RlAB`@@vBFtBNzC?z@C^I\i@|@QPYPy@~@e@\e@f@a@RQNi@Pk@L{@Z_@Ps@Rm@X_Cl@iAd@a@Ho@T{@Na@NM@MEI@EHDL~@ZPLXDDB@FEPEDm@\UBUAYIGB@Jn@f@RH^HXCv@LhABBD@NgA~@eCbB}@r@aAbA}@l@}@r@wBtBe@^QBkAD{@?iADw@?k@Ei@@]CkDLYC_A@g@EQ@aAGk@?aCNcB@q@Dg@Lu@Hg@@}ACy@BaAEo@Bq@Aa@EmADQA[DGFCP,2
