,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,suffer_score,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts
0,2,Afternoon Run,10416.3,2598,2708,15.0,Run,Run,,6327864594,2021-10-26T21:41:37Z,2021-10-26T15:41:37Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,8,0,False,False,False,False,everyone,False,g6848836,"[46.868093283846974, -114.00973356328905]","[46.863360442221165, -113.98418560624123]",4.009,5.744,79.8,True,158.3,167.0,False,True,984.3,969.2,6725759002,6725759002,garmin_push_7897020028,False,0,0,False,50.0,56603883,1,a6327864594,q|`}GzozvTRP@DRZPP`@\x@`@b@\r@p@MBBBf@b@fAx@nAlAn@`@~@r@j@b@\^XLNN`@j@jAnAhBtAT\RNf@j@r@h@p@p@bDfCl@x@PPDJ~DfDp@r@n@f@b@h@n@l@pAfAf@^j@h@Xf@PP`@R`@d@x@d@t@n@j@j@f@t@d@^XZn@j@~BjBtA`B`Ax@T^ZXnA~@X^TNb@j@x@l@h@f@VRHLNL~ApAX^|@v@v@h@h@f@l@\T^AFLTn@b@`@^~@hA|@n@jAdA`@`@PXxAxAx@f@d@j@|@r@ZRN@BCDI?i@GECuDGi@F_BA[EEIeFFoAEuGBaBCyA@mCGkEB{CA_DJgAEOR?JCDYG[CsA?iAEm@A{B@}@Fy@?iBMmAFoCGeCHs@Cs@BeBEmBBc@C[AwABQAeBFeCCiBBUKmCA_BKo@DaDGs@CyC@{@Gw@DkD@KCu@Bs@CeAHk@@]Cm@CqF?_A@_@BKCkCFgAGeC@cBBkA?w@FgACmANCGqAAoABqBEuA?SCsAGmABi@AmAD]IgC@iADU@s@A{A@_AGoA@SC_BBe@AcBDa@@g@CsBDM@WKo@A[EyFI_@Iy@GMKEY?QBOEo@Ba@CaAF}@C{@EeBR{BFo@GY?OAmBEq@Os@@i@DgBCo@FeAEwADoACa@Bq@EkABkB@O@_@CcFRg@EkBAc@MkCDGEY_@i@kAi@y@Sg@QaAGMa@GmAIMG_@c@_@u@KKm@OWYQc@KEw@GmBHmAE,2,,,
1,2,Afternoon Run,9772.8,3116,3277,84.4,Run,Run,,6327881573,2021-10-25T22:13:13Z,2021-10-25T16:13:13Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,7,0,False,False,False,False,everyone,False,g6848836,"[46.8444892577827, -113.99126647040248]","[46.84978108853102, -113.98709781467915]",3.136,7.282,78.6,True,151.5,186.0,False,True,993.6,979.8,6725776999,6725776999,garmin_push_7897036044,False,0,0,False,33.0,56603883,1,a6327881573,_i||Gl|vvTbC?`BDn@P\^FTBhGCt@ObBOr@i@nAS^YNU?YQ_@s@Oi@C]@]NuADy@SgDS_AKUEGIAmEr@KE?SBMJMNu@DILEJOvAW@@CDAFFIABGEDACHJBhBE`CDl@Lb@h@FXAhB@rCAv@KrAQt@Sb@w@nA[NWAIIQUUu@E]@]NqB?gAM{BQ}@Ma@MGQ@wDv@OAMKCSL[TYVMBUJWJGt@GHEN?@DIDGAJGD?ACGBCGBAF@ADAA@ADDf@CrDD^FZL\`@JT@L?pFM~BQdAWn@[h@WZQNUFUG[_@MYKi@A]PaCEaBIqBMs@IUMOEAS@gEx@IECWNe@HIDSLS@UFKH?HTBCFUD@HPBABOBCNPFWBADFB@DMBA@B@N@GB?AHCGBEDH~BIbBFr@R\^HT@LAtCBrAEz@OdBU~@Sb@i@|@QNSHUEUUWe@I[C]@OPsBAwAMiCIg@Sm@EGEAO?oAZq@Hm@RQ@MEK[BSHUAAA_@BMJEFIFBFLB@BQDGF@DHB?DODCLLHOHELHJIJB@GEFHBdAGhC@f@Hb@LNLR\DJ@ZCrC@rAEtAKbAY`As@jAa@^]FSSO[Sg@E[?]PuB?eBM}BIg@M_@EIEA]@oEx@GEEQ@MLe@EO?MZ[d@Qn@E^?FDHC@EJD?EADEAPBfBAjBDx@R\b@HRBZEdCBfBKbBQdAUp@u@hAOPUHUASQWg@M]G[?]PcCAsAKkBKu@Ma@KMY@sEv@GAACAOD]C]?JGUICBD?GDD?C@@EE@GHEJMJARDDQ`@MFGLGFBLANJn@TJHBDSSGOUDCCNGD@?FCEBCF@EDACDCD@CBB@tAGlCF\Fb@TXd@Fh@?jADrCOtBQdAWp@{@pA]PUCKEIK[u@I]C]JiB?kAOeDGc@Qm@EGOA}D`AO?KEAEBk@JMLGPWJ]HQl@GLGJFDEL@FEK@LF?EC?@@BC?BFBjBAtBDt@X\d@BHBXBnFIfASvAIZQb@QPe@r@[TUDICUW[s@I[Ck@JiABy@Ak@KaBMgAEYSm@EEG?sEx@I?CE@KJSn@Yb@i@TUVMTGb@NDD@HDGo@WoAIeHaAyBS[Mq@c@u@YGFMREVA@@PMN_DJICCO?o@@yAFk@AiBAo@@mBEmEEm@@w@EWGKUMWAaCF_EAcAFqC@_BCwB@s@GOBAFBFf@D|@@d@FXA,2,,,
2,2,Afternoon Run,2475.1,715,1139,5.6,Run,Run,,6327878589,2021-10-25T21:32:17Z,2021-10-25T15:32:17Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,6,0,False,False,False,False,everyone,False,g6848836,"[46.85602250508964, -113.98673504590988]","[46.84444106183946, -113.9913257304579]",3.462,4.302,79.0,True,145.5,166.0,False,True,986.5,979.8,6725773887,6725773887,garmin_push_7897033249,False,0,0,False,5.0,56603883,1,a6327878589,cq~|Gb`vvTFAw@DLIr@NLTFB|BDx@A`@EnBA|@BjBGbBBv@Ex@@tBGv@BfA?bAFh@GnE?j@Eb@DNJRZFTHr@@dDC`ABlB@vDEp@AdA?b@DHN@vCKLMPy@JGD?PH`@Lj@\\J\DnA?j@Dd@JvBX|Cn@`@FLD,2,,,
3,2,Afternoon Activity,106.3,548,548,0.0,Workout,Workout,,6327877955,2021-10-22T22:51:24Z,2021-10-22T16:51:24Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.194,1.554,60.4,True,88.4,118.0,False,True,,,6725773215,6725773215,garmin_push_7897032691,False,0,0,False,0.0,56603883,1,a6327877955,,2,,,
4,2,Afternoon Run,1607.0,447,451,2.3,Run,Run,,6327877626,2021-10-22T22:21:42Z,2021-10-22T16:21:42Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,1,0,False,False,False,False,everyone,False,g6848836,"[46.84190419502556, -114.01297652162611]","[46.84192783199251, -114.01084877550602]",3.595,4.84,78.2,True,155.8,171.0,False,True,973.2,970.7,6725772871,6725772871,garmin_push_7897032442,False,0,0,False,7.0,56603883,1,a6327877626,{x{|Gbd{vTEYB@EE?m@BOE?@OAKD]AkDBs@A]EOoAmAQa@]g@gAy@e@M_@Q[EkAE_@?eAMCEAI?_@FgCFgAEu@CCQAgBFyD@u@Dq@E@CH@lAIjA@b@BnBAxA@F@JJBHDb@CrB?lB?TDLV?^ET@t@Cr@?x@HtAb@PBJCXMTEj@@JHBFDb@EjHE]@c@Cw@,2,,,
5,2,Afternoon Run,8657.7,2231,2573,16.7,Run,Run,,6327877414,2021-10-22T21:37:27Z,2021-10-22T15:37:27Z,(GMT-07:00) America/Denver,-21600.0,,,United States,3,0,0,9,0,False,False,False,False,everyone,False,g6848836,"[46.8420715816319, -114.01358630508184]","[46.84235011227429, -114.0134749095887]",3.881,6.386,79.7,True,161.8,190.0,False,True,972.1,969.9,6725772574,6725772574,garmin_push_7897032204,False,0,0,False,49.0,56603883,1,a6327877414,}y{|G|g{vTR^Hl@?nAMtD^dEFJLBFEj@s@b@WZMp@Fn@Cp@Jb@GbABNIDIBYKaAFcAA[SmAA[@[Fe@@i@CaACUMIi@@k@Iq@LaAGOFi@^OBaAYoBTWG{@@CA@Cr@Dz@ABDADEGE@J?AHCEMEW?d@J^h@DZ@^MpDBXDDr@Tt@^LTTl@NPRJZHp@Cx@Db@En@DXGFSKoA@[Fg@?YMaAEi@?MHu@Bg@?g@Ee@IQEEa@?u@I{@LaACy@f@YCe@SgBTeCD[CAIRGn@Jj@Ab@H@CQCWB\APDYCCIb@JNJR^Hl@?zAGdB@LFRd@Jt@d@TXVl@`@XZHfBFd@E`A?FCHQ@YKeAHu@?MAYOaAEg@Js@A}ACWGUMGc@DYMSA{@Nm@GQ@s@h@[Ec@UKAeBT}CDEBNKhCAOAa@FHASG\CFF^@PJFFLZFn@?|AGfBDVj@Rz@j@b@dAVTl@Ld@Cp@Hz@Kn@BHCHO@WIe@A]Ju@?[Q_AEg@@[Fu@?eACg@IUEEc@?o@I}@Jw@ESDk@d@YCo@U_BVgDBB@DKDA`A?`@Fv@CABQIQDJ@ABIEH@b@TNVFZBx@MrC@XBHn@Tt@f@LPVn@NPPHZHz@Cn@Hn@Iz@BLKBI?UMs@LeA?MW{ACY@[Ju@@y@Cg@I_@MEYBe@MO?u@JcAAw@b@[C[QSCuARkCHQ?SG?BH?JMb@Hp@?p@?BGCB@BTF?EE?H@CC?G?BIAAJ\b@Jh@?|@IbC@XBJFDp@Tp@d@b@bA`@XXJv@?n@FfBGHCHO@KKq@AYHu@@[SuBJoA?oAEc@IQc@?q@KgALm@CWF]XOHYCYQSEmATyCJe@CVMp@JdAGPBJMIFEEEHRJVZDJFh@@j@IvC@LFRl@Pn@\NPZz@VR\Hx@@z@Fb@IbA@LIDc@IaAFu@?[Oq@IaAJaA?cAEg@O[_BQs@N_A?OF]ZODQAo@WmATaDH_@APIVAVGbBDDCIGG@BDJD@EDBLLTf@D\ApAIvBDXFFf@Lt@f@LRXp@PPl@Tx@Ah@Dv@It@@FCJOAMKa@A[?MHg@@YSqBJsA@k@Cw@Ma@OC]Bo@QcANq@EYH]\SDSCo@WqARwD@h@KrAA,2,,,
6,2,Afternoon Run,3058.2,781,788,2.8,Run,Run,,6327871330,2021-10-22T21:05:01Z,2021-10-22T15:05:01Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,8,0,False,False,False,False,everyone,False,g6848836,"[46.84186245314777, -113.99843819439411]","[46.84223326854408, -114.01051525957882]",3.916,9.53,80.0,True,150.5,166.0,False,True,984.6,971.8,6725766110,6725766110,garmin_push_7897026584,False,0,0,False,8.0,56603883,1,a6327871330,sx{|GfixvTF_@Aq@@IIg@K[?QBONC@GGYeBRmBHSD_KEgFDe@~@WREPEFORMHGH?FIRIZGr@Dj@DFMR@h@jClA@F@^ElBBhCItB@dALlAKrM@lAAdDFrEEr@BfADd@DDFZLFH?xAQ~BKv@@LAR@LTB`@?t@Eb@@n@Ah@@x@DTNBx@@^Cj@Dr@Cv@Hj@PDB\x@PP\j@FLDT,2,,,
7,2,Afternoon Run,9658.1,2466,2489,49.0,Run,Run,,6327870782,2021-10-21T21:35:13Z,2021-10-21T15:35:13Z,(GMT-07:00) America/Denver,-21600.0,,,United States,1,0,0,2,0,False,False,False,False,everyone,False,g6848836,"[46.86368230730295, -113.98409130983055]","[46.86369504779577, -113.9840938244015]",3.917,5.108,81.0,True,150.3,159.0,False,True,998.9,976.9,6725765543,6725765543,garmin_push_7897026087,False,1,0,False,27.0,56603883,1,a6327870782,_a`}GrouvTy@AwABSB_@Ai@GY?cASa@AY?{@Ha@?QEOIGM?QNs@j@uB`@oA`@gBl@{@\k@H_@|@yCr@aBZ_Br@_CXiAd@}AVmA|@iCp@cCh@_Bb@{AR_AJYReAh@{B~@_DFY\u@Pu@AGDMX[f@{@AGBQH[Zc@Tc@?IHQ@Q?SEI?IJmA?e@^aBFSFIA[c@IMI@IEGGi@?_@NaC@sACSC}A@{@A{@OuCBeEGwAEkDIoA?cAA]BkDCi@AgC?sAUwMB{@CoA@}AK}B?sBQ}BC_BMq@KqAOaA?k@CQYkAKwAG]YaAGq@Qo@QoAW_BOaBCg@G[E}CM}ACoCEg@AsBIyCAcBG{@k@yDMiBE]Ui@MkAEQIYc@y@q@y@Wk@i@q@i@y@Qo@m@eA]eAoAqB]qASmAQk@Wm@My@Ok@Ys@Me@g@uAi@s@Yu@GEe@w@}BgDM]s@gAy@wAm@s@q@wAc@i@Wg@uAuBe@aAc@{A_AyBQm@eAoCCOMW?GHALZRZ\|@h@`AJZZl@Lb@Xn@X~@Rh@v@fAXV`@j@h@|@PPBHJNPRPf@n@fAZ`@t@rAx@`AZl@t@`Ad@p@N`@DDBRHLT~@X^JZ\vA^x@Nn@Th@Lf@^pAh@rATv@hAjBfAlCTXh@|@r@lBLRHHj@`BTnAPn@N`@BTR~@F|@VhBJlBHl@J|B@tAF`ABbAAhBB`CVfETnABt@t@lGPjANn@Dr@LdAb@bDZ|CDdBZjCFpADvEH~BFfFHpE@rBD|AFr@ApADtBJfCAz@BjBAn@HtDAhA@h@?|BFj@?t@F|@@`AGxB?j@SbD]fCOnBETE~@S|A]~AIPAROb@GZQ`@k@pBQb@G^Ul@Qn@aAvDi@xAYjAi@zA]hB@b@Gf@mAhEKp@_@fAg@tBo@tBId@e@zAMn@a@bA[hAa@bAi@j@MXOz@q@hCu@hCGj@@FFFJFTBZE`@A~ADr@Ip@AbADhCA,2,,,
8,2,Afternoon Run,11274.5,2996,3338,48.3,Run,Run,,6327869317,2021-10-20T21:08:14Z,2021-10-20T15:08:14Z,(GMT-07:00) America/Denver,-21600.0,,,United States,0,0,0,5,0,False,False,False,False,everyone,False,g6848836,"[46.84621090069413, -113.9966738037765]","[46.84696929529309, -113.99685225449502]",3.763,4.812,79.8,True,158.3,174.0,False,True,984.9,969.6,6725763976,6725763976,garmin_push_7897024704,False,0,0,False,58.0,56603883,1,a6327869317,ys||Gf~wvTI?CNoCE]FIBGHE^EJDHLBdAAfADhAGZGrAGVBl@GL@`F?^AlBBd@Af@BhDQDBr@Hf@Lp@h@X`@HXb@z@Hd@Tp@ZfAp@dBpAzEJp@h@hCNh@NnANp@VtAPr@X|@`@hBTn@d@fBRn@Zr@Rj@n@fCXp@Rr@n@dCH`@^lA\p@Zv@Lp@Pf@Zp@b@xAd@nAj@`CbAjCJl@n@lBh@tBp@vBRb@DTb@nAC@b@~@Hd@nAfEVpAXlCR`D@t@ElABv@BLe@JiAIgA@e@Gk@BaBGw@DWEy@?a@Sk@Ce@BiAAUDWCaAJkBC}FLsA@g@Es@?gEHa@OKHw@BmF@cBE{FJuBA}@GyEDgCEmCBg@ESSUa@CGCa@Dq@BkBBk@?o@MmBEeAOeAHyCAoA@q@Fg@Je@HMFA|C?fABdACZBzAI`B@xC?RH\t@PLbADvAA^DLNBJAf@@~@HdCAfAQtCCx@B\FPLPJDb@?`AU~@Kh@?pALZHr@Fd@d@JDBC@EDqADa@Rc@TQn@WVEb@Jr@Av@Nl@Kn@FRCBCFYAQKa@AS@UJa@@SC[Mq@Es@?SJk@B]Aq@BcAAQCCEAa@VMBMAYOSCUD[LM@g@ISBKD_@^MBYCYQKEc@BIKGg@IcB?aGC}A?gBAmA@c@AWq@@y@RM@_Bi@WEmCAsAKCG?I@}AJ_CCw@EKCC_A@_@[a@Ku@@e@EiCFkCAKCEKIy@GeC?}HDiHAiFDy@@w@I}A@iBGeG@sACgBCyDB[AOGIGCSs@AOLo@DWO_A?s@DSN]JKJG\ChD@PDPJNRFPHl@ARId@MVON{@J_C@}@a@QQCGG_@@a@F]JWRQPIpDEX@^TNTFZBTC`@GT[|@ILQG{@?]GqAGe@ISOOUG_@AU@UJ]NYRMVEjAC`@BnA?PJTXJV@T?^Kd@O\QJSDoA@mBCSGQQM[Gi@@_@H]LUROLCdBA`BBXNNRJZD\A^G^O^QJk@DkDAUKU]Mi@CWB_@H]T[RIbDEd@@LBRNNTH\B\Gh@KZILUNoBFoAAWCSKQSOg@?k@Ji@LWLKXI|CAl@BRLPRLf@@^Gj@W|@GNq@[sBF{@EWKKKOc@G[Bk@BQJSXWPCnEDRHNRJVD\Ej@GZGL[P}DDYD,2,,,
9,2,Afternoon Run,11790.6,3166,3399,17.5,Run,Run,,6327867399,2021-10-19T22:27:52Z,2021-10-19T16:27:52Z,(GMT-07:00) America/Denver,-21600.0,,,United States,2,0,0,6,0,False,False,False,False,everyone,False,g6848836,"[47.02430463396013, -114.26000914536417]","[47.02393976971507, -114.25859168171883]",3.724,6.378,81.0,True,154.7,165.0,False,True,926.9,915.7,6725761998,6725761998,garmin_push_7897022910,False,0,0,False,48.0,56603883,1,a6327867399,{l_~G`lkxTU`@_@XUb@MFU?KFCD?^Hn@v@tD`AvD`@~BVdBFb@AHC?BF?CFAADBCAB?CAB?C@?A?LHP\J?FAXe@TkAJm@Fo@@oALkAPu@\{@R_BRu@BsABk@VqAZ{@F[PcCF]TiBz@oCJkCLaANs@ZaANs@^yDTaAJkBEc@KKk@DgATe@Ni@De@JmAl@[T}@jAKRCV@LVlAFd@?t@CZSp@g@v@g@`@e@RWVYh@Op@AV@f@Ch@N~CHr@C\U|@m@nAYb@OBSKIICK?SFKDOPWPIL@NCPKJWDQFu@?cAImBOe@MOIAM@QLKB[@g@Cs@NGHKr@ApCFtBDj@?`@JrADjAJv@^tB~@pDd@d@BHAJd@pCFn@LdBFnBBhEEhCOlB]nAY`CSjAK`AKbBS~AQv@WzAUnC_@~BSjBQx@SxA_@nBi@tDO|AMp@MjBMz@E`A?lCWjCCx@WzE]rKYfEQrEQpAK`BCpAc@vHKbDU~BI~AUtHSdCk@zIM`BKjBDn@FJ\@z@HZEj@CjE?NAb@DTJHP@T?vDG`AAjA]jGKpDKxBAjAKlBKbAElBE|@A|AGzDAzAKdDEjCOfECxAIbBItDA`BK~BYhCi@bDSfBo@pDQtAQv@_@tB[vCa@xCa@jCCXe@zCQrBc@tCEn@[lBm@fFM~AOz@AQbAuGdAsI\aCOn@QhACb@S|@KbA]bCQv@UbBMh@e@hESfAOfAWbD]dB[tCOdAG|@s@nEQ~AEdB?nCBbBL|BF`@b@tBTtBl@jCb@vCFL@A@IGi@e@qCk@uBSyAa@gB]cBKoB?oAAk@Bw@PmDJsAh@qERiA`@wDNu@HZSbBKd@M`@Y|ADj@Ed@O^CXQf@APEN@LEHAFBAC?D?DIF??CGI@AB@AExSu_GBeA?]LgCJ_@Ho@CW?[LwBBIAEBGAmBTmDAi@D{ANyA@m@JsALiCFk@Le@LsA@q@b@aDPgBj@_Dj@aF|AwJLk@TqBTaERmBHY`@aCNaCHMZCLMBIBkBA_ABUFOFKBOKwCO}A]{Ac@qCaAaEKu@c@sBGq@PQ^EHEHMDSb@[PWH[Bg@Xu@Je@Bm@F]Ao@,2,,,
